term,code,reference,see_also,type,indent_level
highway ramp,Y92.415,,,code,0
interstate highway,Y92.411,,,code,0
local residential or business street,Y92.414,,,code,0
motorway,Y92.411,,,code,0
parkway,Y92.412,,,code,0
parking lot,Y92.481,,,code,0
sidewalk,Y92.480,,,code,0
specified NEC,Y92.488,,,code,0
state road,Y92.413,,,code,0
subway car,Y92.816,,,code,0
supermarket,Y92.512,,,code,0
swamp,Y92.828,,,code,0
swimming pool (public),Y92.34,,,code,0
private (at),Y92.095,,,code,0
boarding house,Y92.045,,,code,0
military base,Y92.136,,,code,0
mobile home,Y92.026,,,code,0
nursing home,Y92.125,,,code,0
orphanage,Y92.115,,,code,0
prison,Y92.146,,,code,0
reform school,Y92.156,,,code,0
single family residence,Y92.016,,,code,0
synagogue,Y92.22,,,code,0
tavern,Y92.59,,,code,0
television station,Y92.59,,,code,0
tennis court,Y92.312,,,code,0
theater,Y92.254,,,code,0
trade area,Y92.59,,,code,0
bank,Y92.510,,,code,0
cafe,Y92.511,,,code,0
casino,Y92.59,,,code,0
garage,Y92.59,,,code,0
hotel,Y92.59,,,code,0
market,Y92.512,,,code,0
office building,Y92.59,,,code,0
radio station,Y92.59,,,code,0
restaurant,Y92.511,,,code,0
shop,Y92.513,,,code,0
shopping mall,Y92.59,,,code,0
store,Y92.512,,,code,0
supermarket,Y92.512,,,code,0
television station,Y92.59,,,code,0
warehouse,Y92.59,,,code,0
"trailer park, residential",,"Place of occurrence, residence, mobile home",,see,0
trailer site NOS,Y92.89,,,code,0
train,Y92.815,,,code,0
station,Y92.522,,,code,0
truck,Y92.812,,,code,0
tunnel under construction,Y92.69,,,code,0
urgent (health) care center,Y92.532,,,code,0
university,Y92.214,,,code,0
vehicle (transport),Y92.818,,,code,0
airplane,Y92.813,,,code,0
boat,Y92.814,,,code,0
bus,Y92.811,,,code,0
car,Y92.810,,,code,0
specified NEC,Y92.818,,,code,0
subway car,Y92.816,,,code,0
train,Y92.815,,,code,0
truck,Y92.812,,,code,0
warehouse,Y92.59,,,code,0
water reservoir,Y92.89,,,code,0
wilderness area,Y92.828,,,code,0
desert,Y92.820,,,code,0
forest,Y92.821,,,code,0
marsh,Y92.828,,,code,0
mountain,Y92.828,,,code,0
prairie,Y92.828,,,code,0
specified NEC,Y92.828,,,code,0
swamp,Y92.828,,,code,0
workshop,Y92.69,,,code,0
"yard, private",Y92.096,,,code,0
boarding house,Y92.046,,,code,0
single family house,Y92.017,,,code,0
mobile home,Y92.027,,,code,0
youth center,Y92.29,,,code,0
zoo (zoological garden),Y92.834,,,code,0
Plumbism,,"Table of Drugs and Chemicals, lead",,see,0
Poisoning (accidental) (by),,,Table of Drugs and Chemicals,see_also,0
"by plant, thorns, spines, sharp leaves or other mechanisms NEC",X58,,,code,0
motor vehicle,,"Accident, transport",,see,0
watercraft (in transit) (not in transit),V93.89,,,code,0
ferry boat,V93.81,,,code,0
fishing boat,V93.82,,,code,0
jet skis,V93.83,,,code,0
liner,V93.81,,,code,0
merchant ship,V93.80,,,code,0
passenger ship,V93.81,,,code,0
powered craft NEC,V93.83,,,code,0
"caused by injection of poisons into skin by plant thorns, spines, sharp leaves",X58,,,code,0
marine or sea plants (venomous),X58,,,code,0
motor vehicle,,"Accident, transport",,see,0
watercraft (in transit) (not in transit),V93.89,,,code,0
ferry boat,V93.81,,,code,0
fishing boat,V93.82,,,code,0
jet skis,V93.83,,,code,0
liner,V93.81,,,code,0
merchant ship,V93.80,,,code,0
passenger ship,V93.81,,,code,0
powered craft NEC,V93.83,,,code,0
explosion,W40.9,,Explosion,code_with_see_also,0
fire,,"Exposure, fire",,see,0
ignition,,Ignition,,see,0
in legal intervention,,"Legal, intervention, gas",,see,0
legal execution,,"Legal, intervention, gas",,see,0
in war operations,,War operations,,see,0
execution,,"Legal, intervention, gas",,see,0
by gas,,"Legal, intervention, gas",,see,0
other specified means,,"Legal, intervention, specified means NEC",,see,0
airgun,W34.110,,,code,0
BB gun,W34.110,,,code,0
firearm NEC,W34.19,,,code,0
"gas, air or spring-operated gun NEC",W34.118,,,code,0
handgun,W32.1,,,code,0
hunting rifle,W33.12,,,code,0
larger firearm,W33.10,,,code,0
specified NEC,W33.19,,,code,0
machine gun,W33.13,,,code,0
paintball gun,W34.111,,,code,0
pellet gun,W34.110,,,code,0
shotgun,W33.11,,,code,0
Very pistol [flare],W34.19,,,code,0
Premature cessation (of) surgical and medical care,Y66,,,code,0
Privation (food) (water),X58,,,code,0
"correct, on wrong side or body part (wrong side) (wrong site)",Y65.53,,,code,0
intended for another patient done on wrong patient,Y65.52,,,code,0
performed on patient not scheduled for surgery,Y65.52,,,code,0
performed on wrong patient,Y65.52,,,code,0
"wrong, performed on correct patient",Y65.51,,,code,0
sitting in transport vehicle,,Sitting,,see,0
"high altitude as cause of anoxia, barodontalgia, barotitis or hypoxia",W94.11,,,code,0
weightless environment,X52,,,code,0
"Pulling, excessive",X50.9,,Overexertion,code_with_see_also,0
"Puncture, puncturing",,,"Contact, with, by type of object or machine",see_also,0
"plant thorns, spines, sharp leaves or other mechanisms NEC",W60,,,code,0
during medical or surgical treatment as misadventure,,"Index to Diseases and Injuries, Complication(s)",,see,0
by other person(s) (accidental),W51,,,code,0
with fall,W03,,,code,0
due to ice or snow,W00.0,,,code,0
"as, or caused by, a crowd or human stampede (with fall)",W52,,,code,0
before moving object NEC,Y02.8,,,code,0
motor vehicle,Y02.0,,,code,0
subway train,Y02.1,,,code,0
train,Y02.1,,,code,0
in accidental circumstances,W17.89,,,code,0
"intentional, homicide (attempt)",Y01,,,code,0
undetermined whether accidental or intentional,Y30,,,code,0
transport vehicle NEC,V89.9,,"Accident, transport",code_with_see_also,0
"intentional, homicide (attempt)",Y08.89,,,code,0
overexertion,X50.9,,,code,0
arc lamps,W89.0,,,code,0
atomic power plant (malfunction) NEC,W88.1,,,code,0
complication of or abnormal reaction to medical radiotherapy,Y84.2,,,code,0
"electromagnetic, ionizing",W88.0,,,code,0
gamma rays,W88.1,,,code,0
war operations (from or following nuclear explosion),,War operations,,see,0
inadvertent exposure of patient (receiving test or therapy),Y63.3,,,code,0
infrared (heaters and lamps),W90.1,,,code,0
excessive heat from,W92,,,code,0
radioisotopes,W88.1,,,code,0
specified NEC,W88.8,,,code,0
x-rays,W88.0,,,code,0
"isotopes, radioactive",,"Radiation, radioactive isotopes",,see,0
laser(s),W90.2,,,code,0
in war operations,,War operations,,see,0
misadventure in medical care,Y63.2,,,code,0
light sources (man-made visible and ultraviolet),W89.9,,,code,0
natural,X32,,,code,0
specified NEC,W89.8,,,code,0
tanning bed,W89.1,,,code,0
welding light,W89.0,,,code,0
man-made visible light,W89.9,,,code,0
specified NEC,W89.8,,,code,0
tanning bed,W89.1,,,code,0
welding light,W89.0,,,code,0
microwave,W90.8,,,code,0
misadventure in medical or surgical procedure,Y63.2,,,code,0
natural NEC,X39.08,,,code,0
radon,X39.01,,,code,0
overdose (in medical or surgical procedure),Y63.2,,,code,0
radar,W90.0,,,code,0
radioactive isotopes (any),W88.1,,,code,0
atomic power plant malfunction,W88.1,,,code,0
misadventure in medical or surgical treatment,Y63.2,,,code,0
radiofrequency,W90.0,,,code,0
radium NEC,W88.1,,,code,0
sun,X32,,,code,0
ultraviolet (light) (man-made),W89.9,,,code,0
natural,X32,,,code,0
specified NEC,W89.8,,,code,0
tanning bed,W89.1,,,code,0
welding light,W89.0,,,code,0
"welding arc, torch, or light",W89.0,,,code,0
excessive heat from,W92,,,code,0
x-rays (hard) (soft),W88.0,,,code,0
Range disease,W94.11,,,code,0
Rat bite,W53.11,,,code,0
Reaching (prolonged) (static),X50.1,,,code,0
"Reaction, abnormal to medical procedure",Y84.9,,"Complication of or following, by type of procedure",code_with_see_also,0
with misadventure,,Misadventure,,see,0
biologicals,,Table of Drugs and Chemicals,,see,0
drugs,,Table of Drugs and Chemicals,,see,0
vaccine,,Table of Drugs and Chemicals,,see,0
airgun,W34.110,,,code,0
BB gun,W34.110,,,code,0
firearm NEC,W34.19,,,code,0
"gas, air or spring-operated gun NEC",W34.118,,,code,0
handgun,W32.1,,,code,0
hunting rifle,W33.12,,,code,0
larger firearm,W33.10,,,code,0
specified NEC,W33.19,,,code,0
machine gun,W33.13,,,code,0
paintball gun,W34.111,,,code,0
pellet,W34.110,,,code,0
shotgun,W33.11,,,code,0
Very pistol [flare],W34.19,,,code,0
atmospheric pressure,,"Air, pressure, change",,see,0
Rock falling on or hitting (accidentally) (person),W20.8,,,code,0
in cave-in,W20.0,,,code,0
animal (not being ridden) NEC,W55.89,,,code,0
machinery,,"Contact, with, by specified type of machine",,see,0
transport vehicle NEC,V09.9,,"Accident, transport",code_with_see_also,0
intentional homicide (attempt),Y03.0,,,code,0
motor NEC,V09.20,,,code,0
intentional homicide (attempt),Y03.0,,,code,0
before moving object,X81.8,,,code,0
motor vehicle,X81.0,,,code,0
animal (being ridden),V80.918,,"Accident, transport",code_with_see_also,0
not being ridden,W55.89,,,code,0
animal-drawn vehicle NEC,V80.928,,"Accident, transport",code_with_see_also,0
transport vehicle NEC,V89.9,,"Accident, transport",code_with_see_also,0
Rupture pressurized devices,,"Explosion, by type of device",,see,0
Saturnism,,"Table of Drugs and Chemicals, lead",,see,0
"Scald, scalding (accidental) (by) (from) (in)",X19,,,code,0
air (hot),X14.1,,,code,0
gases (hot),X14.1,,,code,0
homicide (attempt),,"Assault, burning, hot object",,see,0
"stated as intentional, homicide (attempt)",,"Assault, burning, hot object",,see,0
liquid (boiling) (hot) NEC,X12,,,code,0
stated as undetermined whether accidental or intentional,Y27.2,,,code,0
suicide (attempt),X77.2,,,code,0
local application of externally applied substance in medical or surgical care,Y63.5,,,code,0
metal (molten) (liquid) (hot) NEC,X18,,,code,0
self-inflicted,X77.9,,,code,0
stated as undetermined whether accidental or intentional,Y27.8,,,code,0
steam,X13.1,,,code,0
assault,X98.0,,,code,0
stated as undetermined whether accidental or intentional,Y27.0,,,code,0
suicide (attempt),X77.0,,,code,0
suicide (attempt),X77.9,,,code,0
vapor (hot),X13.1,,,code,0
assault,X98.0,,,code,0
stated as undetermined whether accidental or intentional,Y27.0,,,code,0
suicide (attempt),X77.0,,,code,0
cat,W55.03,,,code,0
person(s) (accidentally),W50.4,,,code,0
with intent to injure or kill,Y04.0,,,code,0
"as, or caused by, a crowd or human stampede (with fall)",W52,,,code,0
assault,Y04.0,,,code,0
homicide (attempt),Y04.0,,,code,0
fight,Y04.0,,,code,0
bystander,Y35.892,,,code,0
law enforcement personnel,Y35.891,,,code,0
suspect,Y35.893,,,code,0
unspecified person,Y35.899,,,code,0
Seasickness,T75.3,,,code,0
Self-harm NEC,,,"External cause by type, undetermined whether accidental or intentional",see_also,0
intentional,,Suicide,,see,0
poisoning NEC,,"Table of drugs and biologicals, accident",,see,0
Self-inflicted (injury) NEC,,,"External cause by type, undetermined whether accidental or intentional",see_also,0
intentional,,Suicide,,see,0
poisoning NEC,,"Table of drugs and biologicals, accident",,see,0
accident NEC,,W00-X58 with 7th character S,,see,0
assault (homicidal) (any means),,X92-Y08 with 7th character S,,see,0
"homicide, attempt (any means)",,X92-Y08 with 7th character S,,see,0
injury undetermined whether accidentally or purposely inflicted,,Y21-Y33 with 7th character S,,see,0
intentional self-harm (classifiable to X71-X83),,X71-X83 with 7th character S,,see,0
legal intervention,,Y35 with 7th character S,,see,0
motor vehicle accident,,V00-V99 with 7th character S,,see,0
"suicide, attempt (any means)",,X71-X83 with 7th character S,,see,0
transport accident,,V00-V99 with 7th character S,,see,0
war operations,,War operations,,see,0
electric,,"Exposure, electric current",,see,0
from electric appliance (any) (faulty),W86.8,,,code,0
domestic,W86.0,,,code,0
suicide (attempt),X83.1,,,code,0
"Shooting, shot (accidental(ly))",,,"Discharge, firearm, by type",see_also,0
herself or himself,,"Discharge, firearm by type, self-inflicted",,see,0
homicide (attempt),,"Discharge, firearm by type, homicide",,see,0
in war operations,,War operations,,see,0
inflicted by other person,,"Discharge, firearm by type, homicide",,see,0
accidental,,"Discharge, firearm, by type of firearm",,see,0
execution,,"Legal, intervention, firearm",,see,0
intervention,,"Legal, intervention, firearm",,see,0
self-inflicted,,"Discharge, firearm by type, suicide",,see,0
accidental,,"Discharge, firearm, by type of firearm",,see,0
suicide (attempt),,"Discharge, firearm by type, suicide",,see,0
Shoving (accidentally) by other person,,"Pushed, by other person",,see,0
alpine,W94.11,,,code,0
motion,,Motion,,see,0
mountain,W94.11,,,code,0
"watercraft (causing drowning, submersion)",,,"Drowning, due to, accident to, watercraft, sinking",see_also,0
causing injury except drowning or submersion,,"Accident, watercraft, causing, injury NEC",,see,0
Siriasis,X32,,,code,0
Sitting (prolonged) (static),X50.1,,,code,0
Slashed wrists,,"Cut, self-inflicted",,see,0
Slipping (accidental) (on same level) (with fall),W01.0,,,code,0
ice,W00.0,,,code,0
with skates,,"Accident, transport, pedestrian, conveyance",,see,0
mud,W01.0,,,code,0
oil,W01.0,,,code,0
snow,W00.0,,,code,0
with skis,,"Accident, transport, pedestrian, conveyance",,see,0
surface (slippery) (wet) NEC,W01.0,,,code,0
without fall,W18.40,,,code,0
specified NEC,W18.49,,,code,0
stepping from one level to another,W18.43,,,code,0
stepping into hole or opening,W18.42,,,code,0
stepping on object,W18.41,,,code,0
"Sliver, wood, contact with",W45.8,,,code,0
Smoldering (due to fire),,"Exposure, fire",,see,0
Sound waves (causing injury),W42.9,,,code,0
supersonic,W42.0,,,code,0
"Splinter, contact with",W45.8,,,code,0
"Stab, stabbing",,Cut,,see,0
Standing (prolonged) (static),X50.1,,,code,0
Starvation,X58,,,code,0
Status of external cause,Y99.9,,,code,0
child assisting in compensated work for family,Y99.8,,,code,0
civilian activity done for financial or other compensation,Y99.0,,,code,0
civilian activity done for income or pay,Y99.0,,,code,0
family member assisting in compensated work for other family member,Y99.8,,,code,0
hobby not done for income,Y99.8,,,code,0
leisure activity,Y99.8,,,code,0
military activity,Y99.1,,,code,0
off-duty activity of military personnel,Y99.8,,,code,0
recreation or sport not for income or while a student,Y99.8,,,code,0
specified NEC,Y99.8,,,code,0
student activity,Y99.8,,,code,0
volunteer activity,Y99.2,,,code,0
animal (not being ridden) NEC,W55.89,,,code,0
crowd or human stampede,W52,,,code,0
person,W50.0,,,code,0
object,W22.8,,,code,0
with fall,W18.31,,,code,0
sports equipment,W21.9,,,code,0
stationary,W22.09,,,code,0
sports equipment,W21.89,,,code,0
person,W51,,,code,0
by crowd or human stampede,W52,,,code,0
sports equipment,W21.9,,,code,0
"arthropod, nonvenomous",W57,,,code,0
"insect, nonvenomous",W57,,,code,0
Storm (cataclysmic),,"Forces of nature, cataclysmic storm",,see,0
"Straining, excessive",X50.9,,Overexertion,code_with_see_also,0
Strangling,,Strangulation,,see,0
Strangulation (accidental),T71,category,,code_with_see,0
Strenuous movements,X50.9,,Overexertion,code_with_see_also,0
airbag (automobile),W22.10,,,code,0
driver side,W22.11,,,code,0
front passenger side,W22.12,,,code,0
specified NEC,W22.19,,,code,0
diving or jumping into water (in),W16.822,,,code,0
causing drowning,W16.821,,,code,0
from boat,W16.722,,,code,0
causing drowning,W16.721,,,code,0
natural body,W16.622,,,code,0
causing drowning,W16.821,,,code,0
swimming pool,W16.522,,,code,0
causing drowning,W16.521,,,code,0
falling into water (in),W16.322,,,code,0
causing drowning,W16.321,,,code,0
fountain,,"Striking against, bottom when, falling into water, specified NEC",,see,0
natural body,W16.122,,,code,0
causing drowning,W16.121,,,code,0
reservoir,,"Striking against, bottom when, falling into water, specified NEC",,see,0
specified NEC,W16.322,,,code,0
causing drowning,W16.321,,,code,0
swimming pool,W16.022,,,code,0
causing drowning,W16.021,,,code,0
diving board (swimming-pool),W21.4,,,code,0
object,W22.8,,,code,0
drowning or submersion,,Drowning,,see,0
fall,,"Fall, due to, bumping against, object",,see,0
caused by crowd or human stampede (with fall),W52,,,code,0
furniture,W22.03,,,code,0
lamppost,W22.02,,,code,0
sports equipment,W21.9,,,code,0
stationary,W22.09,,,code,0
sports equipment,W21.89,,,code,0
wall,W22.01,,,code,0
person(s),W51,,,code,0
with fall,W03,,,code,0
due to ice or snow,W00.0,,,code,0
"as, or caused by, a crowd or human stampede (with fall)",W52,,,code,0
assault,Y04.2,,,code,0
homicide (attempt),Y04.2,,,code,0
sports equipment,W21.9,,,code,0
wall (when),W22.01,,,code,0
diving or jumping into water (in),W16.832,,,code,0
causing drowning,W16.831,,,code,0
swimming pool,W16.532,,,code,0
causing drowning,W16.531,,,code,0
falling into water (in),W16.332,,,code,0
causing drowning,W16.331,,,code,0
fountain,,"Striking against, wall when, falling into water, specified NEC",,see,0
natural body,W16.132,,,code,0
causing drowning,W16.131,,,code,0
reservoir,,"Striking against, wall when, falling into water, specified NEC",,see,0
specified NEC,W16.332,,,code,0
causing drowning,W16.331,,,code,0
swimming pool,W16.032,,,code,0
causing drowning,W16.031,,,code,0
swimming pool (when),W22.042,,,code,0
causing drowning,W22.041,,,code,0
diving or jumping into water,W16.532,,,code,0
causing drowning,W16.531,,,code,0
falling into water,W16.032,,,code,0
causing drowning,W16.031,,,code,0
airbag (automobile),W22.10,,,code,0
driver side,W22.11,,,code,0
front passenger side,W22.12,,,code,0
specified NEC,W22.19,,,code,0
alligator,W58.02,,,code,0
animal (not being ridden) NEC,W55.89,,,code,0
avalanche,,Landslide,,see,0
ball (hit) (thrown),W21.00,,,code,0
assault,Y08.09,,,code,0
baseball,W21.03,,,code,0
basketball,W21.05,,,code,0
golf ball,W21.04,,,code,0
football,W21.01,,,code,0
soccer,W21.02,,,code,0
softball,W21.07,,,code,0
specified NEC,W21.09,,,code,0
volleyball,W21.06,,,code,0
baseball bat,W21.11,,,code,0
assault,Y08.02,,,code,0
golf club,W21.13,,,code,0
assault,Y08.09,,,code,0
specified NEC,W21.19,,,code,0
assault,Y08.09,,,code,0
tennis racquet,W21.12,,,code,0
assault,Y08.09,,,code,0
bullet,,,"Discharge, firearm by type",see_also,0
in war operations,,War operations,,see,0
crocodile,W58.12,,,code,0
dog,W54.1,,,code,0
"flare, Very pistol",,"Discharge, firearm NEC",,see,0
hailstones,X39.8,,,code,0
puck,W21.221,,,code,0
stick,W21.211,,,code,0
puck,W21.220,,,code,0
stick,W21.210,,,code,0
assault,Y08.01,,,code,0
landslide,,Landslide,,see,0
law-enforcement agent (on duty),,"Legal, intervention, manhandling",,see,0
with blunt object,,"Legal, intervention, blunt object",,see,0
lightning,T75.0,subcategory,,code_with_see,0
causing fire,,"Exposure, fire",,see,0
machine,,"Contact, with, by type of machine",,see,0
mammal NEC,W55.89,,,code,0
marine,W56.32,,,code,0
marine animal,W56.82,,,code,0
firearm,,"Discharge, firearm by type",,see,0
in war operations,,"War operations, missile",,see,0
object,W22.8,,,code,0
blunt,W22.8,,,code,0
assault,Y00,,,code,0
suicide (attempt),X79,,,code,0
undetermined whether accidental or intentional,Y29,,,code,0
falling,W20.8,,,code,0
building,W20.1,,,code,0
burning (uncontrolled fire),X00.4,,,code,0
earth surface movement NEC,,Landslide,,see,0
storm,,"Forces of nature, cataclysmic storm",,see,0
